Modulo nnlm-es-dim128-with-normalization-2
Topicos : unisabana colombia estudiantes mas social innovacion ser investigacion profesores santos francisco 
 1998 francisco santos participo manera activa acuerdos puerta cielo eln carlos velandia gestor paz ; j : 1. Sim : 0.48028332; No similar. 
 circunstancias tiro borracho puede modificar manera dramatica proceso carlos velandia gestor paz el; j : 18. Sim : 0.32339835; No similar. 
 lideres opinion estan logrando cambiar opinion centros educativos siguen escindidos realidad nicola; j : 19. Sim : 0.61569184; Baja. 
 entiendo peligros veo vaso medio lleno mandaron mensaje absolutamente claro ciudadanos francisco sa; j : 20. Sim : 0.36441526; No similar. 
 adivinen cuantos concejales bogota viven ciudad bolivar cero desconexion elector elegido francisco ; j : 21. Sim : 0.5682058; Baja. 
 rt cementosargos pasado ser exportador jugador local multiples mercados juan esteban calle foro inf; j : 22. Sim : 0.3937252; No similar. 
 rt juancmartinez lanzamiento libro estudios derecho consumo homenaje alvaro mendoza ramirez aporte ; j : 23. Sim : 0.39907175; No similar. 
 gladys agudelo rectora ie fundacion celia duque abejorral agradece eafit oportunidad da estudiantes; j : 24. Sim : 0.5671741; Baja. 
 llego hora justicia hable medio acuerdos politicos fiscal nestor humberto martinez fiscaliacol lapa; j : 25. Sim : 0.5667757; Baja. 
 golpe poder adquisitivo reforma tributaria ana maria olaya profesora eicea via revista dinero label; j : 26. Sim : 0.40075153; No similar. 
 rt comsabana natalia pinzon jefe becas ayudas economicas explica beneficios economicos ofrece unisa; j : 27. Sim : 0.49182734; No similar. 
 golpe poder adquisitivo reforma tributaria ana maria olaya profesora eicea via revista dinero label; j : 28. Sim : 0.40075153; No similar. 
 rt educaunisabana dra rosa julia guzaman saluda alumnos primera cohorte maestriaenpedagogia extensi; j : 29. Sim : 0.525408; Baja. 
 rt profebarreto maestria pedagogia visita institucional colegios san jose santa catalina siena maic; j : 30. Sim : 0.5468357; Baja. 
 rt serpilopaga patricia marquez hija maira rodriguez estan contentas recibimiento da unisabana ser ; j : 31. Sim : 0.53045803; Baja. 
 rt unisabanaradio modo elige carrera quieren hacer propio programa radio pasen estudio unisabana ra; j : 32. Sim : 0.21383488; No similar. 
 rt metrodemedellin metro eafit obtienen nueva patente internacional sistema detectar defectos redon; j : 33. Sim : 0.12464876; No similar. 
 reglas formales normas morales normas sociales estan alineadas mas economico llegar acuerdos antana; j : 34. Sim : 0.44444084; No similar. 
 pregunta hoy si posible implementacion acuerdos si posible negociar eln si posible renegociar  ; j : 35. Sim : 0.10873962; No similar. 
 rt unisabanaradio menos 24 horas cumplir anos sensaciones invaden alegria emocion gratitudgracias f; j : 36. Sim : 0.38153246; No similar. 
 rt arquituniandes firma convenio uniandes politecnico torino permite doble titulo ntra maestria arq; j : 37. Sim : 0.2880221; No similar. 
 politicos pusieron peso pusieron teja zinc bulto cemento expreso opinion francisco santos  ; j : 38. Sim : 0.38238266; No similar. 
 rt deuniandes medallista olimpico oscar figueroa visito u dejo mensaje estudiantes curso practica s; j : 39. Sim : 0.5126852; Baja. 
 veces quemar naves seguir adelante dejar hacer mismo cambiar diadelperiodista creatividad mtascon  ; j : 40. Sim : 0.0931795; No similar. 
 unico creia iba ganar partido incluyendo alvaro uribe francisco santos exvicepresidente colombia  ; j : 41. Sim : 0.54328895; Baja. 
 respuesta ciertos estimulos puede ser mas eficaz mujeres hombres tatiana manrique z dementescuriosa; j : 42. Sim : 0.5535831; Baja. 
 rt francisccardona columna ciro parra decano facultad educacion unisabana ser pilo paga verdad labe; j : 43. Sim : 0.63563955; Baja. 
 rt secredistmujer acuerdo 1 oportunidad superar brechas genero violencias mujeres martha ordonez ce; j : 44. Sim : 0.40645182; No similar. 
 rt economiauandes documentocede no26 land child labor and schoolinglongitudinal evidence from colom; j : 45. Sim : 0.14300703; No similar. 
 paz etapa posterior mas compleja mas larga humberto calle jefe equipopazgob beneficiosdelapaz  ; j : 46. Sim : 0.31663528; No similar. 
 domingo hablo dolor pais elecciones mas limpias transparentes pesar desequilibrio francisco santos ; j : 47. Sim : 0.46739677; No similar. 
 rt cancilleriaur jeroen roodenburg embajador reino paises bajos colombia urosarionews explorando pr; j : 48. Sim : 0.18778004; No similar. 
 iniciativa legislativa va implementar va correr prisa hacer ajustes institucionales carlos velandia; j : 49. Sim : 0.18557076; No similar. 
 6400000 brutos mal informados bueno sigue pensando respuesta francisco santos interpelacion asisten; j : 50. Sim : 0.3747794; No similar. 
 rt ministeriotic conectese siga vivo panel conductas estudiantes rede sociales uniandes respetoenre; j : 51. Sim : 0.3445848; No similar. 
 rt economiauandes 400pm perspectiva fiscal colombia reforma tributaria estructural gasto publico co; j : 52. Sim : 0.38566884; No similar. 
 rt ministeriotic conectese siga vivo panel conductas estudiantes rede sociales uniandes respetoenre; j : 53. Sim : 0.3445848; No similar. 
 crecimientoverde mas union comunidades cientifica generadora politicas mejor mitigacion cambio clim; j : 54. Sim : 0.606185; Baja. 
 primero sonreir edna hurtado cesar yepes juan pablo soche charla formacion volunta labelurl  ; j : 55. Sim : 0.40383583; No similar. 
 rt minjusticiaco aestahora ministro enriquegilbgil participa foro plandecenal justicia organizado c; j : 56. Sim : 0.30873922; No similar. 
 senora dice vote ustedes van hacer ustedes arreglan francisco santos exvicepresidente colombia  ; j : 57. Sim : 0.48674908; No similar. 
 prueba nuevo combo restauranteescuela sandwich pollo galleta mantequilla mani coca cola ed labelurl; j : 58. Sim : 0.12167249; No similar. 
 rt derechousabana ii jornadas internacionales propiedad intelectual cedepi cordobamarentes juancmar; j : 59. Sim : 0.43166983; No similar. 
 terreno civil estable sociedad democratica c tognato director centro nicanor restrepo santamaria pa; j : 60. Sim : 0.43485618; No similar. 
 rt educaunisabana grata visita estudiante maestria pedagogia guajira laura henriquez bienvenida cas; j : 61. Sim : 0.41452107; No similar. 
 rt facisouniandes si ingles aun fortalezas pueden mejorarlo mientras disfrutan cafecito miprimerdia; j : 62. Sim : 0.16509135; No similar. 
 rt inguniandes peatones van correr 9k uniandes llegar podio crees ganaran carrerademodos semanadela; j : 63. Sim : 0.045144502; No similar. 
 nefastos numeros paro camionero ana maria olaya eicea via eltiempo labelurl colombia parocamionero ; j : 64. Sim : 0.4932102; No similar. 
 va mas humanismo mas sensible piensa solo terminos matematicos maria clara aristizabal  ; j : 65. Sim : 0.44016644; No similar. 
 rt educaunisabana ciroparram maestros reto ayudar lograr lapaz pais ustedes estan construyendo pais; j : 66. Sim : 0.56585157; Baja. 
 rt fcardioinfantil acuerdo permitira estudiantes medicina pongan practica conocimientos dr santiago; j : 67. Sim : 0.5341687; Baja. 
 rt uremprende si podemos hacer cosas cambien queremos ser agente cambio carolinaavila lideresempren; j : 68. Sim : 0.156553; No similar. 
 generarle confianza farc ayer dio primer paso amnistia llegue francisco santos exvicepresidente  ; j : 69. Sim : 0.34655496; No similar. 
 hijos tecnologia infancia 10 tip ser familia digital responsable articulo via lafamiliainfo labelur; j : 70. Sim : 0.4886144; No similar. 
 espacio publico requiere habitantes calidad accesibilidad poder ofrecer interaccion social salud re; j : 71. Sim : 0.3792838; No similar. 
 rt congresovisible diadelamujer datos clave percepcion roles genero colombia trabajo mujeres congre; j : 72. Sim : 0.5557034; Baja. 
 educaunisabana profesor jeffergm explica podemos ayudar disminuir contaminacion bogota via citytv u; j : 73. Sim : 0.47178242; No similar. 
 rt comsabana ser profesora asistente nuevo escalafon unisabana da estilo bien representados cristio; j : 74. Sim : 0.3585489; No similar. 
 rt educaunisabana profesor johnalba25 cierra jornada avances resultados proyectos institucionales u; j : 75. Sim : 0.33445993; No similar. 
 rt unisabanaradio 10k twitter muchas gracias permitirnos llevarles tantas historias medio radio usr; j : 76. Sim : 0.23531103; No similar. 
 ser victima sufren ciudadanos 10 anos llore miles victimas francisco santos exvicepresidente  ; j : 77. Sim : 0.598098; Baja. 
 derecho penal trabajo mirada doble via autores ana munoz ricardo posada labelurl investigacionunian; j : 78. Sim : 0.39635482; No similar. 
 rt hernanolano uchile vi congreso latinoamericano historia derecho derechousabana unisabana obdulio; j : 79. Sim : 0.24602754; No similar. 
 carolinaareyes hola lamentamos sucedido puede informarnos lugar campus encontraba informaremos plan; j : 80. Sim : 0.2203391; No similar. 
 mateo moya cristhian mendoza comsabana participan corto galaxia smart film vota aqui labelurl  ; j : 81. Sim : 0.31177333; No similar. 
 rt aniromerowills 28 alumnos diferentes regiones pais ecuador maestria asesoria familiar ifaunisaba; j : 82. Sim : 0.6093881; Baja. 
 pot puso peaton arriba piramide seguir fortaleciendo santiago ortega escuela ingenieria sosporelair; j : 83. Sim : 0.47210974; No similar. 
 rt serpilopaga toma decision programa academico cursar informado conoce tip ayudaran decision serpi; j : 84. Sim : 0.31779405; No similar. 
 sondeo usted acuerdo proyecto ciudad can retira predios da unal opine aqui labelurl  ; j : 85. Sim : 0.22546764; No similar. 
 mikemartin1984 cursos pueden tomar totalmente gratis plataforma cobra caso quiera obtener certifica; j : 86. Sim : 0.13917628; No similar. 
 rt tciceu summer school comunita sviluppo locale pronti partire eafitsocial oecdcfe sumschool17 lab; j : 87. Sim : 0.32537612; No similar. 
 presidente santos bajo umbral dejo opcion abstenernos obligo ir francisco santos  ; j : 88. Sim : 0.43656483; No similar. 
 cumbiera intelectual cantante kevin johansen nominado tres veces grammy sono andes labelurl  ; j : 89. Sim : 0.38087723; No similar. 
 rt cicrco urosarionews arranca panel dih jep danilorojas201 restrepojcamilo juanc foreroalberto fer; j : 90. Sim : 0.030845826; No similar. 
 ayer triunfadores perdedores mensaje entendi tan grande pacto benidorm francisco santos  ; j : 91. Sim : 0.44073313; No similar. 
 enfriar atomos obtener reloj mas preciso mundo visita nobelprize wiiliam phillips labelurl  ; j : 92. Sim : 0.18968932; No similar. 
 rt alumnisabana asi culmina trilogia encuentros alumni eicea gracias habernos acompanado administra; j : 93. Sim : 0.34576026; No similar. 
 rt samuelespinal95 asi vivio donaton mocoa urosarionews gracias demostrar significa formacion huma ; j : 94. Sim : 0.34732652; No similar. 
 rt angelamaria29 conversatorio podemos esperar visita papa panelistas unisabana prensaurosario unij; j : 95. Sim : 0.44693938; No similar. 
 ser pilo paga sera politica presidente santos reunio rectores evaluar iniciativa labelurl  ; j : 96. Sim : 0.5595266; Baja. 
 dilema casa debido tareas escolares columna tany fernandez guayana profesora ifaunisabana labelurl ; j : 97. Sim : 0.41698352; No similar. 
 serie grandes maestros fals borda intelectual influencio ciencias sociales labelurl via elespectado; j : 98. Sim : 0.5173573; Baja. 
 participa conferencia new and reemerging infectious diseases risk responses and consequences labelu; j : 99. Sim : 0.11820565; No similar. 
 rt hernanolano reunion alumnisabana chile 10 graduados usingenieria usabanamedicina unisabana derec; j : 100. Sim : 0.45938587; No similar. 
 rt ifaunisabana hora estudiantes unisabana hablan noticiero rcnradio hablando ser voluntarios visit; j : 101. Sim : 0.43651846; No similar. 
 colombianos dieron semejante leccion democratica semejante leccion dignidad francisco santos exvice; j : 102. Sim : 0.58693093; Baja. 
 podemos ser agentes criticos cambio decir cosas generen cambio tpaffenholz investigacionesparalapaz; j : 103. Sim : 0.3144288; No similar. 
 opusdeicolombia gracias labelurl gracias narra tres minutos trazos vida mons javier echevarria  ; j : 104. Sim : 0.1409114; No similar. 
 destacamos oscar guillermo garcia rivas alumno distinguido facultad filosofia ciencias humanas labe; j : 105. Sim : 0.6575359; Baja. 
 rt unisabanaradio sintonice hora vocesdelahistoria bajo direccion alba sachica profesora facultad f; j : 106. Sim : 0.30893543; No similar. 
 hablar beneficios paz prediccion increiblemente abstracta humberto calle jefe equipopazgob benefici; j : 107. Sim : 0.36902136; No similar. 
 familia matrimonio hijos primera medicion sondeo termometro familia ifaunisabana via elespectador l; j : 108. Sim : 0.37062028; No similar. 
 munur16 guillermo fernandez representante adjunto oficina colombia naciones unidas dd hh labelurl  ; j : 109. Sim : 0.46919855; No similar. 
 hagamos mercadeo entorno capitalismo consciente mercadeo debe ser siempre social davidescobara labe; j : 110. Sim : 0.23412824; No similar. 
 rt serpilopaga opciones puedes optar ser pilo paga profe tenlos present piloprofe labelurl  ; j : 111. Sim : 0.25104046; No similar. 
 guerrilla institucionalidad va poder dar salto calidad necesitamos sergio guarin ideaspaz  ; j : 112. Sim : 0.20733723; No similar. 
 lourdes flamarique profesora titular filosofia universidad navarra unav visito facultad filosof lab; j : 113. Sim : 0.54761183; Baja. 
 rt facisouniandes pablo patino ciencias sociales dice mepongolostenis apoyemos carrera senek labelu; j : 114. Sim : 0.41566008; No similar. 
 paz compromiso social implica conocimiento mas alla manipulacion emociones nicolas montero  ; j : 115. Sim : 0.5710439; Baja. 
 trie edi mulyani exembajadora indonesia colombia hablo eafit empoderamiento mujeres esce labelurl  ; j : 116. Sim : 0.41763127; No similar. 
 gael giraud economista jefe afd comienza intervencion macroeconomics and climate crecimientoverde l; j : 117. Sim : 0.25289178; No similar. 
 salud clinunisabana aprende identificar sintomas accidente cerebro vascular puedes salvar vida labe; j : 118. Sim : 0.26248005; No similar. 
 carlos enrique vimos llevar mensaje vision compartida da humanidad administracion ami labelurl  ; j : 119. Sim : 0.50972366; Baja. 
 rt bienestarsabana dale segunda oportunidad ropa juguetes utilizas casa familias misionsabana caj  ; j : 120. Sim : 0.21128894; No similar. 
 the social dynamics of civil war profesor jeffrey checkel sfu canada labelurl labelurl  ; j : 121. Sim : 0.28717458; No similar. 
 medellininvestiga 2016 exalta labor investigativa michel hermelin arbaux profesor emerito universi ; j : 122. Sim : 0.37396532; No similar. 
 advertencias reintegracion alp ozerdem centre for peace and reconciliation study covcampus labelurl; j : 123. Sim : 0.1483057; No similar. 
 quiza mas correcto decir posplebiscito modificado expectativas situacion politica manera dramatica ; j : 124. Sim : 0.46819898; No similar. 
 profesora andes nueva vicepresidenta academy of pavement science and engineer excelenciauniandes la; j : 125. Sim : 0.3009371; No similar. 
 labor ximenapena cambio vida varias mujeres pais descubra apoye causa solidaridaduniandes labelurl ; j : 126. Sim : 0.32322747; No similar. 
 rt educaunisabana sigue presentacion investigaciones profesores mineducacion realizaron maestria pe; j : 127. Sim : 0.5538298; Baja. 
 rt jrestrp expresidente cesar gaviria debateplebiscitour urosarionews eltiempo pnudcolombia fundaci; j : 128. Sim : 0.26592985; No similar. 
 papel ustedes si ven mezquindad pensando 2018 salir movilizarse francisco santos  ; j : 129. Sim : 0.38468096; No similar. 
 ganadores decimo primera version concurso iniciativas empresariales reciben incentivo continuar sue; j : 130. Sim : 0.381531; No similar. 
 jeffrey checkel sfu urosario conferencia the social dynamics of civil war labelurl labelurl  ; j : 131. Sim : 0.1570007; No similar. 
 sigue preservar cese hostilidades mas importante cuidarlo guantes seda francisco santos  ; j : 132. Sim : 0.32426828; No similar. 
 rt samvaguirre ambas universidades rosario salamanca sido innovadoras autonomas mentes visionarias ; j : 133. Sim : 0.4623375; No similar. 
 rt hernanolano jueves pasadoxv congreso filosofia derecho cidunal derechousabana historiavoces filo; j : 134. Sim : 0.119019546; No similar. 
 barbara oakley coautora aprendiendo aprender visito uniandes compartio mejores tecnicas estudio lab; j : 135. Sim : 0.33847365; No similar. 
 maria camila gallego graduada alumnisabana filosofia beneficiaria colfuturo estudia maestria escoci; j : 136. Sim : 0.5127857; Baja. 
 ley procedimientoabreviado da pasos hacia reforma politica criminal nestor humberto martinez labelu; j : 137. Sim : 0.48846388; No similar. 
 rt redcarolinacol acompanando preludio celebracion viii centenario universidad salamanca alma mater; j : 138. Sim : 0.41551173; No similar. 
 rt uniandinosiempr sueno generacion paz utopia alejandro rojas graduando inguniandes gradosuniandes; j : 139. Sim : 0.5556756; Baja. 
 rt malgorzata2505 excelente participacion comunidad ur lanzamiento crai ur urosarionews jrestrp viv; j : 140. Sim : 0.22642237; No similar. 
 rt nlincolombia muchas gracias fliporg itmmedellin eafit westwingbz dosorio2011 apoyo organizacion ; j : 141. Sim : 0.31437835; No similar. 
 rt bogoshorts miles emociones bajo cielo estrellado pierda bogoshortsbajolaluna plazoleta cai unian; j : 142. Sim : 0.062427502; No similar. 
 rt jrestrp lanzamiento nuevo pregrado urosarionews maccurosario paso adelante innovacion volviendo ; j : 143. Sim : 0.24338253; No similar. 
 ingenieros uniandinos trabajan proyecto lsst large synoptic survey telescope mapear universo labelu; j : 144. Sim : 0.18623583; No similar. 
 educacion debe ser mas integral hablar pedagogia mas dialogante julian zubiria labelurl  ; j : 145. Sim : 0.5976176; Baja. 
 rt ulasallista metrodemedellin g8 creando alianzas colegiaturacol upbcolombia universidadces univer; j : 146. Sim : 0.18251653; No similar. 
 rt maluechavez asi formamos estudiantes urosario busqueda transformacion social ser parte cambio  ; j : 147. Sim : 0.57338697; Baja. 
 rt dvelasco82 grandes analistas sector publico privado academico forofinanciacionctei urosarionews ; j : 148. Sim : 0.40374753; No similar. 
 nadie pueden llevar dejar armas despues cambiarle reglas juego claralopezobre lospresidenciables201; j : 149. Sim : 0.15266995; No similar. 
 rt economiauandes perdido estudiante miguel rodriguez barajas accidente trafico siempre estara htt ; j : 150. Sim : 0.43791783; No similar. 
 rt educaunisabana profesores socializacion analisis intertextual clase seminario investigacion imae; j : 151. Sim : 0.5658708; Baja. 
 clave ser buen padre amar hijos columna andres cano profesor ifaunisabana labelurl  ; j : 152. Sim : 0.40705478; No similar. 
 asi salida parque jaime duque asistieron estudiantes cursos libres fotografia profesor labelurl  ; j : 153. Sim : 0.5358312; Baja. 
 podemos pretender cada actor via carril propio si podemos optimizar infraestructura  ; j : 154. Sim : 0.0840418; No similar. 
 rt cideruniandes centro interdisciplinario debe trabajar regiones generando lazos comunidades javie; j : 155. Sim : 0.21649988; No similar. 
 rt duartepalacios gracias uniandes beneficiario programa oportunidades talento nacionalabuelo quier; j : 156. Sim : 0.15484318; No similar. 
 rt culturauniandes buenosdias recibimos hoy martesenvivo xaviermartinex guitarrista compositor cale; j : 157. Sim : 0.016650716; No similar. 
 hilda arango ortega decana eicea nueva presidenta consejo latinoamericano escuelas administracion l; j : 158. Sim : 0.43650928; No similar. 
 bogota ciudad mas casos violencia intrafamiliar pais estudio ifaunisabana via eltiempo labelurl  ; j : 159. Sim : 0.56330234; Baja. 
 alexxpino saludos debe enviar solicitud autorizacion escrita firmada graduado correo admcertificado; j : 160. Sim : 0.21111317; No similar. 
 noticiaun prototipo colombiano crear panel solares mas eficientes base aguacate mora labelurl  ; j : 161. Sim : 0.30975613; No similar. 
 rt eafitpereira hacer curso puedes organizar trabajo tareas datos tomar mejores decisiones labelurl; j : 162. Sim : 0.19935843; No similar. 
 rt cesepulvedar urosarionews lanzamiento pregrado matematicas aplicadas ciencias computacion gran a; j : 163. Sim : 0.510816; Baja. 
 rt oeccuninorte continua ciclo ponencias experiencias innovacion investigacion yasbley segovia unis; j : 164. Sim : 0.5087155; Baja. 
 rt unisabanaradio dime escuchas dire profesores administrativos plasmaron musica favorita playlists; j : 165. Sim : 0.46241322; No similar. 
 creemos fervorosamente nuevos instrumentos combatir crimen ser eficientes martinez fiscaliacol labe; j : 166. Sim : 0.4460321; No similar. 
 cumbiera intelectual cantante kjohansen nominado tres veces grammy sono andes labelurl  ; j : 167. Sim : 0.32329974; No similar. 
 rt hernanolano villavicencio seminariospapaunisabana unisabana vaticanes newsvaes episcopadocol gob; j : 168. Sim : 0.20899521; No similar. 
 ciberbullying aumentan adolescencia tardia disminuyen edad adulta gordon ingram facisouniandes labe; j : 169. Sim : 0.30447283; No similar. 
 radio magica validadora alejovillalobos do generaciones sola radio consejoech echur labelurl  ; j : 170. Sim : 0.24520786; No similar. 
 radio lugar ir indacastellanos conversatorio do generaciones sola radio echur labelurl  ; j : 171. Sim : 0.25703678; No similar. 
 comision verdad ser totalmente independiente gobierno farc poner comisionados f santos  ; j : 172. Sim : 0.6085043; Baja. 
 visita sitio periodico nova et vetera disfruta mejores contenidos linea labelurl labelurl  ; j : 173. Sim : 0.23524936; No similar. 
 creo eleccion mas informada dado colombia francisco santos exvicepresidente republica  ; j : 174. Sim : 0.6501032; Baja. 
 interesa conocer mas debida diligencia herramienta prevenir soborno transnacional visita labelurl  ; j : 175. Sim : 0.2267768; No similar. 
 enrique bayer presidente asociacion amigos movilidadbogota cablenoticias periodista juliana luchi l; j : 176. Sim : 0.4683785; No similar. 
 puedes disfrutar mas destacado nueva edicion revista nova et vetera labelurl labelurl  ; j : 177. Sim : 0.20781359; No similar. 
 fcvitanic profesor facultad filosofia ciencias humanas invitado elespectador analizar pos labelurl ; j : 178. Sim : 0.4373363; No similar. 
 rt aniromerowills revista apuntes familia mirada paz relaciones familiares ifaunisabana unisabana l; j : 179. Sim : 0.37890336; No similar. 
 reviva transmision evento sigue despues plebiscito francisco santos carlos velandia labelurl  ; j : 180. Sim : 0.53270215; Baja. 
 grandes maestros fals borda intelectual influencio ciencias sociales labelurl via elespectador  ; j : 181. Sim : 0.52338654; Baja. 
 paz desafios colombia editorial nueva edicion revista nova et vetera labelurl  ; j : 182. Sim : 0.4207077; No similar. 
 tecnologia pedagogia espacios personales aprendizaje elementos nueva sala aprendizaje activo labelu; j : 183. Sim : 0.38866702; No similar. 
 programa paiis facultad derecho enfoca igualdad inclusion social ddhh apoyelo labelurl  ; j : 184. Sim : 0.45904696; No similar. 
 profesor fcvitanic facultad filosofia ciencias humanas ascendio categoria profesor asistente labelu; j : 185. Sim : 0.51290643; Baja. 
 rt prensaurosario hombres enamoran ojos mujeres oido drpalacios14 dementescuriosas urosarionews adn; j : 186. Sim : 0.21290886; No similar. 
 aprendiendo ensenar asi preparan 56 nuevos integrantes programa semillero profesores labelurl  ; j : 187. Sim : 0.48147964; No similar. 
 asi produce queso parmesano summercourses eicea italy ucscinternational ucscsummer2016 experiencia ; j : 188. Sim : 0.0685775; No similar. 
 rt inguniandes battlewaternetworks wdsa2016 profbohorquez explica estudiantes profesores solucionar; j : 189. Sim : 0.34057403; No similar. 
 rt economiauandes minutos lanzamiento libro idealista pragmatico odisea albert hirschman envivo lab; j : 190. Sim : 0.114361405; No similar. 
 rt hernanolano honrado recibir monasterio candelaria oarecoletos distincion unisabana cristovision ; j : 191. Sim : 0.37722343; No similar. 
 darwin cortes juan m gallego profesores econurosario cuya investigacion publicada guardian labelurl; j : 192. Sim : 0.5874238; Baja. 
 francia segunda patria casos vincent van gogh frederic chopin labelurl frcol2017 labelurl  ; j : 193. Sim : 0.42184198; No similar. 
 gatos pardos publicacion jose rodriguez iturbe mirada culturalpolitica realidad latinoamericana lab; j : 194. Sim : 0.5556761; Baja. 
 rt soyandresacosta participando carrera senek podran apoyar beca quiero estudiar labelurl mepongolo; j : 195. Sim : 0.27976266; No similar. 
 grupo misionchina eicea visita baosteel empresa acero mas grandes mundo labelurl  ; j : 196. Sim : 0.29762265; No similar. 
 katherine ramirez graduada eicea encontro agro negocios campo investigacion estudio labelurl  ; j : 197. Sim : 0.5294339; Baja. 
 apoyo mas 6000 donantes quieroestudiar cumplido cientos suenos conozcalos solidaridaduniandes label; j : 198. Sim : 0.41260734; No similar. 
 tres profesores ur participaran encuentro premios nobel economia lindau alemania labelurl  ; j : 199. Sim : 0.5696055; Baja. 
 jugamos cartas pusieron cuantos avisos viste campana francisco santos promotor  ; j : 200. Sim : 0.35614878; No similar. 
 94 profesores rutadeformacion mineducacion comenzaron maestria educaunisabana suenos futuro colombi; j : 201. Sim : 0.6152223; Baja. 
 vicerrectora stephanie lavaux reflexion responsabilidad social urosario anuario corresponsables 201; j : 202. Sim : 0.45060655; No similar. 
 rt hablemosdepazur interviene marlene orjuela defensora ddhh especializada cultura paz hablemosdepa; j : 203. Sim : 0.14353298; No similar. 
 rt uniandinosiempr conscientes responsabilidad privilegio uniandinos luchen etica julian nino gradu; j : 204. Sim : 0.5203081; Baja. 
 rt lasabanaabroad investigadores unisabana participando webinar pitch research w faffrobert from uq; j : 205. Sim : 0.33637974; No similar. 
 cuide do nuevas especies marsupiales descubiertas cientifico paisa labelurl via noticiascaracol  ; j : 206. Sim : 0.3193357; No similar. 
 largo camino alcanzar metas innovacion colombia nidia garcia profesora eicea labelurl labelurl  ; j : 207. Sim : 0.5354923; Baja. 
 tres profesores urosario participaran encuentro premios nobel economia lindau alemania labelurl  ; j : 208. Sim : 0.5611445; Baja. 
 bob dylan gano nobel literatura opinion profesor historia rock luisferalgarra labelurl  ; j : 209. Sim : 0.4623515; No similar. 
 muchas empresas optamos respetar cultura negocios adquirimos preservar filosofia transve labelurl  ; j : 210. Sim : 0.29476258; No similar. 
 justicia restaurativa reparar dano oportunidad manejo ciberbullying caropineros redpapaz respetoenr; j : 211. Sim : 0.32474855; No similar. 
 pais escindido politica opinion comprension real conocimiento camino nicolas montero  ; j : 212. Sim : 0.5893323; Baja. 
 rt icfescol felicidades estudiantes ganadores propuestas investigacion seran financiadas icfes inve; j : 213. Sim : 0.6029929; Baja. 
 clave exito curiosidad labelurl william phillips premio nobel fisica 1997 cate labelurl  ; j : 214. Sim : 0.43514258; No similar. 
 javier bermudez profesor educaunisabana obtuvo titulo doctor gobierno cultura organizaciones labelu; j : 215. Sim : 0.47101918; No similar. 
 the social dynamics of civil war profesor jeffrey checkel politicaur labelurl  ; j : 216. Sim : 0.2384001; No similar. 
 alfonso aza jacome lanzamiento libro drogas politicas publicas legalizacion prohibicion labelurl  ; j : 217. Sim : 0.5979543; Baja. 
 rt usingenieria unisabana primera universidad colombia participa shellecomarathon2017 listos ir det; j : 218. Sim : 0.44886968; No similar. 
 eafit vivo labelurl panel empresarios pactoglobal isaconexiones gruponutresa gruposura epmestamosah; j : 219. Sim : 0.27415755; No similar. 
